Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2011,177065,Columbia College,00245600,25,Columbia College @ Salt Lake City,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,26,Columbia College @ Marysville,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,27,Columbia College @ Elgin,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,28,Columbia College @ Navy College Office- NAS Lemoore,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,29,Columbia College @ NAS Whidbey Island,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,30,Columbia College @ San Luis Obispo,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,31,Columbia College @ Ft. Stewart,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,32,Columbia College @ Hunter Army Airfield Education,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,33,Columbia College @ NS Guantanamo Bay,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,36,Columbia College @ Jacksonville Metropolitian,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,37,Columbia College @ Ft. Drum,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,38,Columbia College @ Ft. Sill,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,39,Columbia College @ NWS Charleston,18091,0,0,0,,,0,,,0,0,0,0,0
2011,177065,Columbia College,00245600,40,Columbia College @ San Diego,18091,0,0,0,,,0,,,0,0,0,0,0
2011,126863,Community College of Aurora,02276900,1,CentreTech Campus,7824,0,0,0,,,0,,,0,0,0,0,0
2011,126863,Community College of Aurora,02276900,2,Lowry Campus,7824,0,0,0,,,0,,,0,1,0,0,0
2011,126942,Community College of Denver,00954200,1,Community College of Denver,13053,0,0,1,,,0,,,0,2,66,7,0
2011,126942,Community College of Denver,00954200,2,CCD Lowry,13053,0,0,0,,,0,,,0,0,0,0,0
2011,126942,Community College of Denver,00954200,5,CCD North,13053,0,0,0,,,0,,,0,0,0,0,0
2011,126687,Concorde Career College-Aurora,00887100,1,Concorde Career College,795,0,0,0,,,0,,,0,0,0,0,0
2011,454856,Denver College of Nursing,04148300,1,Denver School of Nursing,638,0,0,0,,,0,,,0,0,0,0,0
2011,126979,Denver Seminary,00135200,1,Main Campus,1018,0,0,0,,,0,,,0,0,0,0,0
2011,262466,Dr. Ida Rolf Institute,04172500,1,Dr. Ida Rolf Institute,65,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,2,Afghanistan,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,3,Albuquerque,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,4,Altus,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,5,Anchorage,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,6,Andrews,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,7,Atlanta,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,8,Atlanta-Delta,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,9,Aviano,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,10,Barksdale,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,11,Beale,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,12,Beaufort,15320,0,0,0,,,0,,,0,0,1,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,13,Europe,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,15,Buckley,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,16,Camp Pendleton,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,18,Charleston,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,19,Cheyenne,15320,0,0,0,,,0,,,0,0,0,0,0
2011,426314,Embry-Riddle Aeronautical University-Worldwide,00147900,20,China Lake,15320,0,0,0,,,0,,,0,0,0,0,0
