Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2004,128106,Colorado State University Pueblo,00136500,1,Colorado State University Pueblo,5741,1,7,42
2004,126818,Colorado State University-Fort Collins,00135000,1,Main Campus,27973,4,61,291
2004,126827,Colorado Technical University-Colorado Springs,01014800,1,Main Campus,1960,0,0,0
2004,177065,Columbia College,00245600,6,Columbia College @ Denver,11017,0,0,0
2004,126863,Community College of Aurora,02276900,1,CentreTech Campus,5448,0,0,0
2004,126942,Community College of Denver,00954200,1,Community College of Denver,9274,1,9,0
2004,126687,Concorde Career College-Aurora,00887100,1,Concorde Career College,454,0,0,0
2004,126979,Denver Seminary,00135200,1,Main Campus,831,0,0,0
2004,127158,Emily Griffith Technical College,00559600,1,Main Campus,5087,0,0,0
2004,128337,Empire Beauty School-Thornton,00757306,1,Empire Beauty School - Thornton- CO,71,0,0,0
2004,127185,Fort Lewis College,00135300,1,Main Campus,4194,0,22,91
2004,127200,Front Range Community College,00793300,1,Westminster Campus,15669,0,0,0
2004,127200,Front Range Community College,00793300,2,Larimer Campus,15669,0,0,0
2004,127200,Front Range Community College,00793300,3,Boulder County Campus,15669,0,0,0
2004,372329,IBMC College,03006300,1,Main Campus,349,0,0,0
2004,127273,Iliff School of Theology,00135400,1,Main Campus,333,0,0,0
2004,128179,Intellitec College-Colorado Springs,02253700,1,IntelliTec College - Colorado Springs,613,0,0,0
2004,128188,Intellitec College-Grand Junction,03066900,1,INTELLITEC COLLEGE-GRAND JUNCTION,304,0,0,0
2004,127316,International Salon and Spa Academy,01285000,1,International Salon and Spa Academy,177,0,0,0
2004,127389,Lamar Community College,00135500,1,Lamar Community College,1061,0,0,0
2004,126951,Lincoln College of Technology-Denver,00793806,1,Lincoln College of Technology,1204,0,0,0
2004,127565,Metropolitan State University of Denver,00136000,1,Auraria Campus (Main Campus),20761,1,9,0
2004,127954,Montessori Education Center of the Rockies,03306300,1,Main Campus,82,0,0,0
2004,127617,Morgan Community College,00998100,1,MORGAN COMMUNITY COLLEGE,1618,0,0,0
2004,127653,Naropa University,02117500,1,Arapahoe Campus,1232,0,0,0
2004,127732,Northeastern Junior College,00136100,1,Main Campus (Sterling- CO),2912,0,1,15
2004,127778,Otero Junior College,00136200,1,Main Campus,1676,0,1,15
2004,128151,Pickens Technical College,01287500,1,Pickens Technical College,739,1,0,0
2004,127820,Pikes Peak Community College,00889600,1,Centennial Campus,10917,2,3,5
2004,127820,Pikes Peak Community College,00889600,2,Rampart Range Campus,10917,0,0,1
2004,127820,Pikes Peak Community College,00889600,3,Downtown Studio Campus,10917,0,0,0
2004,442134,Pima Medical Institute-Colorado Springs,02217108,1,Colorado Springs,318,0,0,0
2004,404912,Pima Medical Institute-Denver,02217104,1,Denver Campus,263,0,0,0
2004,260813,Platt College-Aurora,03014900,1,Main Campus,118,0,0,0
2004,127884,Pueblo Community College,02116300,1,Main Campus,5592,1,1,0
2004,127884,Pueblo Community College,02116300,2,Pueblo Community College at Fremont,5592,0,0,0
2004,127884,Pueblo Community College,02116300,3,SCCC Campus-West,5592,0,0,0
2004,127884,Pueblo Community College,02116300,4,SCCC Campus- East,5592,0,0,0
